id,cluster,texto
21514945,5,"OBJECTIVE: The combination of irinotecan-bevacizumab is effective in patients 
with glioblastoma relapse but fatigue is a commonly reported side effect. The 
objective of this study was to evaluate the level and evolution of fatigue in a 
series of patients treated with therapeutic combination.
PATI"
21515253,8,"Lung development is controlled by regulatory networks governing 
mesenchymal-epithelial interactions. Transcription factors and signaling 
molecules are known to participate in this process, yet little is known about 
the post-transcriptional regulation of these networks. Here we demonstrate that 
t"
21515375,6,"The motor symptoms of Parkinson's disease (PD) are due to the progressive loss 
of dopamine (DA) neurons in substantia nigra pars compacta (SNc). Nothing is 
known to slow the progression of the disease, making the identification of 
potential neuroprotective agents of great clinical importance. Pre"
21515576,8,"The Drosophila Gene Disruption Project (GDP) has created a public collection of 
mutant strains containing single transposon insertions associated with different 
genes. These strains often disrupt gene function directly, allow production of 
new alleles, and have many other applications for analyzi"
21516059,6,"OBJECTIVE: To assess the pharmacokinetic equivalence of a new soft capsule 
formulation of levothyroxine versus a marketed reference product and to assess 
the soft capsule formulated with stricter potency guidelines versus the capsule 
before the implementation of the new potency rule.
METHOD: Two "
21516109,3,"E-cadherin plays a pivotal role in epithelial morphogenesis. It controls the 
intercellular adhesion required for tissue cohesion and anchors the 
actomyosin-driven tension needed to change cell shape. In the early Drosophila 
embryo, Myosin-II (Myo-II) controls the planar polarized remodelling of c"
21516337,8,"Transposons have been promising elements for gene integration, and the Sleeping 
Beauty (SB) system has been the major one for many years, although there have 
been several other transposon systems available, for example, Tol2. However, 
recently another system known as PiggyBac (PB) has been introd"
21517525,9,"Coherent diffractive imaging using x-ray free-electron lasers (XFELs) may 
provide a unique opportunity for high-resolution structural analysis of single 
particles sprayed from an aqueous solution into the laser beam. As a result, 
diffraction images are measured from randomly oriented objects cove"
21517827,0,"Fabry disease: polymorphic haplotypes and a novel missense mutation in the GLA 
gene. Fabry disease (FD) is an X-linked lysosomal storage disorder with a 
heterogeneous spectrum of clinical manifestations that are caused by the 
deficiency of α-galactosidase A (α-Gal-A) activity. Although useful for"
21518760,8,"Krüppel-like factor 8 (KLF8) regulates critical gene transcription and cellular 
events associated with cancer. However, KLF8-interacting proteins remain largely 
unidentified. Using co-immunoprecipitation (co-IP), mass spectrometry, and GST 
pulldown assays, we identified poly(ADP-ribose) polymeras"
21518767,8,"Sumoylation regulates a wide range of cellular processes. However, little is 
known about the regulation of the SUMO machinery. In this study, we demonstrate 
that two lysine residues (Lys-153 and Lys-157) in the C-terminal region of the 
yeast E2-conjugating enzyme Ubc9 are the major and minor auto"
21518897,8,"Methylation of cytosine in DNA plays a crucial role in development through 
inheritable gene silencing. The DNA methyltransferase Dnmt1 is responsible for 
the propagation of methylation patterns to the next generation via its 
preferential methylation of hemimethylated CpG sites in the genome; howe"
21518916,8,"Translational control of many mRNAs in developing metazoan embryos is achieved 
by alterations in their poly(A) tail length. A family of cytoplasmic 
poly(A)-binding proteins (PABPs) bind the poly(A) tail and can regulate mRNA 
translation and stability. However, despite the extensive biochemical 
c"
21519777,7,"Wernicke's encephalopathy is an acute neurological syndrome due to thiamine 
deficiency, which is characterized by a typical triad of mental status changes, 
oculomotor dysfunction and ataxia. Despite the fact that Wernicke's 
encephalopathy, in developed countries, is frequently associated with chr"
21520258,0,"Adolescent idiopathic scoliosis (AIS) is a common disorder with a strong genetic 
predisposition. Associations between AIS and common single nucleotide 
polymorphisms (SNPs) in estrogen receptor genes have been reported. rs9340799 in 
the gene for estrogen receptor α (ESR1) is reported to be associa"
21520335,0,"Bardet-Biedl syndrome (BBS) is a multisystem disorder caused by ciliary defects. 
To date, mutations in 15 genes have been associated with the disease and BBS1 is 
most frequently affected in patients with BBS. The use of homozygosity mapping 
in a large consanguineous family allowed us to identify "
21521028,5,"AIM: International HIV treatment guidelines recommend HLA-B*57:01 typing before 
abacavir administration, in order to reduce the incidence of abacavir 
hypersensitivity reactions, the major cause of early therapy discontinuation. A 
fast, sensitive and specific test for HLA-B*57:01 detection has bee"
21521148,6,"A pharmacophore is a model which represents the key physico-chemical 
interactions that mediate biological activity. There is a long history of using 
pharmacophore modeling methods to select subsets of compounds, focused towards a 
specific target of interest. This paper will review existing comput"
21521775,2,"PURPOSE: There is no standard of therapy for the treatment of Waldenström 
macroglobulinemia (WM), therefore there is a need for the development of new 
agents. Fibroblast growth factor receptor 3 (FGFR3) was shown to play a major 
role in several types in cancer. Dovitinib, an inhibitor of FGFR3, w"
21521786,8,"Candidate gene-based studies have identified a handful of aberrant CpG DNA 
methylation events in prostate cancer. However, DNA methylation profiles have 
not been compared on a large scale between prostate tumor and normal prostate, 
and the mechanisms behind these alterations are unknown. In this "
21521946,2,"Breast cancer progression and metastasis are driven by complex and reciprocal 
interactions, between epithelial cancer cells and their surrounding stromal 
microenvironment. We have previously shown that a loss of stromal Cav-1 
expression is associated with an increased risk of early tumor recurren"
21523508,9,"OBJECTIVE: The roles that amino acids play in immunity and inflammation are well 
defined, and the relationship between inflammatory bowel disease (IBD) and 
certain amino acids has recently attracted attention. In this study, the levels 
of amino acids and trichloroacetic acid (TCA) cycle-related m"
21523724,7,"BACKGROUND: Although a rare complication of ionizing radiation, 
radiation-induced osteosarcoma is now more frequently recognized as radiation 
therapy has become common and cancer survival has increased. To date, 
publications on radiation-induced osteosarcoma of the cranium are limited to a 
few s"
21524276,2,"TIEG1 (TGF-β inducible early gene 1) plays a significant role in regulating cell 
proliferation and apoptosis in various cell types. Previous studies have shown a 
close relationship between the expression level of TIEG1 and various cancers, 
including breast, prostate, colorectal and pancreatic can"
21525025,3,"AIMS: Desmin, the muscle-specific intermediate filament protein, is a major 
target in dilated cardiomyopathy and heart failure in humans and mice. The 
hallmarks of desmin-deficient (des(-/-)) mice pathology include pronounced 
myocardial degeneration, extended fibrosis, and osteopontin (OPN) 
over"
21525074,4,"BACKGROUND: Depression is reported to be a major cause of illness-related 
sub-optimal work performance (presenteeism). However, the majority of studies 
examining presenteeism have relied on self-report measures of work performance. 
Furthermore, employers currently face a number of practical chall"
21525416,9,"Molecular chaperones are proteins that assist the folding, unfolding, and 
remodeling of other proteins. In eukaryotes, heat shock protein 90 (Hsp90) 
proteins are essential ATP-dependent molecular chaperones that remodel and 
activate hundreds of client proteins with the assistance of cochaperones."
21525956,8,"Telomeric repeat-containing RNA (TERRA) has been implicated in the control of 
heterochromatin and telomerase. We demonstrate that yeast TERRA is regulated by 
telomere-binding proteins in a chromosome-end-specific manner that is dependent 
on subtelomeric repetitive DNA elements. At telomeres that "
21526168,4,"Rivaroxaban is an oral, direct Factor Xa inhibitor approved in the European 
Union and several other countries for the prevention of venous thromboembolism 
in adult patients undergoing elective hip or knee replacement surgery and is in 
advanced clinical development for the treatment of thromboembo"
21526197,3,"BACKGROUND: Clinicopathological studies suggest that Alzheimer's disease (AD) 
pathology begins ∼10-15 years before the resulting cognitive impairment draws 
medical attention. Biomarkers that can detect AD pathology in its early stages 
and predict dementia onset would, therefore, be invaluable for"
21526485,3,"Acute myocardial infarction (AMI) is one of the most significant causes of 
morbidity and mortality worldwide. Stem cells represent an enormous chance to 
rebuild damaged heart tissue. Correct definition of the cardiac progenitors is 
necessary to understand heart development, and would pave the way"
21526838,3,"Phosphoproteomics deals with the identification and quantification of thousands 
of phosphopeptides. Localizing the phosphorylation site is however much more 
difficult than establishing the identity of a phosphorylated peptide. Further, 
recent findings have raised doubts of the validity of the sit"
21527018,8,"BACKGROUND: Haspin kinases are mitotic kinases that are well-conserved from 
yeast to human. Human Haspin is a histone H3 Thr3 kinase that has important 
roles in chromosome cohesion during mitosis. Moreover, phosphorylation of 
histone H3 at Thr3 by Haspin in fission yeast, Xenopus, and human is re"
21527722,3,"Questions of if and when protein structures change within cells pervade biology 
and include questions of how the cytoskeleton sustains stresses on 
cells--particularly in mutant versus normal cells. Cysteine shotgun labeling 
with fluorophores is analyzed here with mass spectrometry of the spectrin"
21527744,8,"The successful derivation of human induced pluripotent stem cells (hiPSCs) by 
dedifferentiation of somatic cells offers significant potential to overcome 
obstacles in the field of cardiovascular disease. hiPSC derivatives offer 
incredible potential for new disease models and regenerative medicine"
21527813,9,"Developing tools to reproduce and manipulate the cell micro-environment, 
including the location and shape of cell patterns, is essential for tissue 
engineering. Parallel to inkjet printing and pressure-operated mechanical 
extruders, laser-assisted bioprinting (LAB) has emerged as an alternative 
"
21527837,4,"BACKGROUND: Advances in understanding the epidemiology of endometriosis have 
lagged behind other diseases because of methodological problems related to 
disease definition and control selection.
AIM: To identify possible risk factors associated with the development of 
endometriosis among a sample "
21527990,3,"Embryonic neuroepithelia and adult subventricular zone (SVZ) stem and progenitor 
cells express nestin. We characterized a transgenic line that expresses enhanced 
green fluorescent protein (eGFP) specified to neural tissue by the second 
intronic enhancer of the nestin promoter that had several nov"
21528119,6,"AIMS: To evaluate retrospectively the efficacy of administering an 
anticonvulsant medication, clonazepam, by dissolving tablets slowly orally 
before swallowing, for the management of burning mouth syndrome (BMS).
METHODS: A retrospective clinical records audit was performed of patients 
diagnosed "
21528120,7,"AIMS: To evaluate the prevalence of unexplained extraoral symptoms in a group of 
patients with burning mouth syndrome (BMS) and compare the prevalence with that 
in patients with oral lichen planus (OLP) and age- and gender-matched controls.
METHODS: The occurrence of extraoral symptoms was analyze"
21528671,2,"AIMS AND BACKGROUND: Human malignant melanoma is a very aggressive and highly 
angiogenesis-dependent tumor. Basic fibroblast growth factor and angiogenin are 
the potentially important angiogenic factors for melanoma progression and 
metastasis. Many studies have mainly focused on how they induce a"
21528938,6,"The first example of an intramolecular asymmetric reductive amination of a 
dialkyl ketone with an aliphatic amine has been developed for the synthesis of 
Suvorexant (MK-4305), a potent dual Orexin antagonist under development for the 
treatment of sleep disorders. This challenging transformation i"
21529284,3,"Double homeobox 4 (DUX4) is a candidate disease gene for facioscapulohumeral 
dystrophy (FSHD), one of the most common muscular dystrophies characterized by 
progressive skeletal muscle degeneration. Despite great strides in understanding 
precise genetics of FSHD, the molecular pathophysiology of t"
21531175,3,"Several computational methods exist for the identification of transmembrane beta 
barrel proteins (TMBs) from sequence. Some of these methods also provide the 
transmembrane (TM) boundaries of the putative TMBs. The aim of this study is to 
(1) derive the propensities of the TM residues to be expose"
21531672,4,"PURPOSE/OBJECTIVES: To explore the association between quality of life (QOL) and 
type D personality, which is characterized by the traits of negative affectivity 
and social inhibition, and to further identify impacts of these traits after 
controlling for biophysical and psychological factors in c"
21532337,2,"Protein Inhibitor of Activated Signal Transducer and Activators of Transcription 
3 (PIAS3) is a molecule that regulates STAT3 and has antiproliferative 
properties. Glioblastoma and squamous cell lung cancer lack PIAS3 expression. To 
test the hypothesis that PIAS3 transcriptional effects are STAT3"
21532496,2,"Oncocytoma, chromophobe renal cell carcinoma (chRCC), and the eosinophilic 
variant of clear cell RCC (ccRCC) are morphologically similar tumors with 
significantly different clinical courses. These renal tumor subtypes show 
characteristic structural genetic changes; however, the mRNA expression pa"
21532572,0,"DNA methyltransferase 1 (DNMT1) is crucial for maintenance of methylation, gene 
regulation and chromatin stability. DNA mismatch repair, cell cycle regulation 
in post-mitotic neurons and neurogenesis are influenced by DNA methylation. Here 
we show that mutations in DNMT1 cause both central and pe"
21532863,7,"A 62-yr-old man presented with a 5-yr history of intermittent abdominal 
distention and pain. These symptoms persisted for several months and subsided 
without treatment. A diagnosis of suspected small bowel lymphoma was made based 
on plain radiograph and computerized tomogram findings, and he was "
21535186,4,"Pulmonary edema has been reported in breath-hold divers during fish-catching 
diving activity. The present study was designed to detect possible increases in 
extravascular lung water (EVLW) in underwater fishermen after a competition. 
Thirty healthy subjects were studied. They participated in two "
21535442,3,"Anti-ageing products are of a great importance in cosmetic fields. However, even 
if numerous strategies have been proposed to fight against skin ageing or to 
minimize its aesthetic impact since the beginning of the 'scientific 
cosmetology' era, the products basing their efficacy on the observatio"
21536148,2,"Hepatocyte growth factor modulates activation and antigen-presenting cell 
function of dendritic cells. However, the molecular basis for immunoregulation 
of dendritic cells by hepatocyte growth factor is undefined. In the current 
study, we demonstrate that hepatocyte growth factor exhibits inhibit"
21536806,8,"Differentiation of naive CD4 T cells into Th2 cells is accompanied by chromatin 
remodeling and increased expression of a set of Th2-specific genes, including 
those encoding Th2 cytokines. IL-4-mediated STAT6 activation induces high levels 
of transcription of GATA3, a master regulator of Th2 cell "
21538107,2,"The human epidermal growth factor receptor 2 (HER2) is a transmembrane tyrosine 
kinase receptor overexpressed in 30% of human breast cancers. One of the 
mechanisms by which tumor cell proliferation can be inhibited consists in 
hampering HER2 dimerization by targeting its extracellular domain with"
21538388,6,"BACKGROUND: Heart failure with preserved ejection fraction (HFpEF), formerly 
referred to as diastolic heart failure (DHF), accounts for >50% of all HF 
patients. So far, there has been no specific treatment for impaired left 
ventricular (LV) relaxation. Data from in vitro and animal studies indica"
21538678,6,"OBJECTIVE: Insomnia is a common complaint among cancer survivors. Fortunately, 
cognitive-behavioral therapy for insomnia (CBT-I) has been shown to be an 
effective treatment in this population. However, it is rarely implemented given 
its limited availability. To address this barrier, we examined t"
21538916,4,"A growing number of patients are recognised to have chronic kidney disease 
(CKD). However, only a minority will progress to end-stage renal disease 
requiring dialysis or transplantation. Currently available diagnostic and 
staging tools frequently fail to identify those at higher risk of progressi"
21539718,4,"BACKGROUND: Delirium is common among older people in hospital and various 
instruments have been developed for detecting delirium. One of these, the 
NEECHAM Confusion Scale, is easy for nurses to administrate but needs to be 
tested further.
AIMS AND OBJECTIVES: The aim of the present study was to "
21539743,4,"BACKGROUND: Proadrenomedullin (ProADM) confers additional prognostic information 
to established clinical risk scores in lower respiratory tract infections 
(LRTI). We aimed to derive a practical algorithm combining the CURB65 score with 
ProADM-levels in patients with community-acquired pneumonia ("
21540335,3,"AVI-4658 is a phosphorodiamidate morpholino oligomer (PMO) designed to induce 
skipping of dystrophin exon 51 and restore its expression in patients with 
Duchenne muscular dystrophy (DMD). Preclinically, restoration of dystrophin in 
the dystrophic mdx mouse model requires skipping of exon 23, achi"
21541088,7,"OBJECTIVE: To assess the usage of cranial computed tomography (CT) in patients 
admitted with meningitis.
DESIGN: Retrospective study.
SETTING: Heart of England NHS foundation trust, a teaching hospital in the West 
Midlands.
PARTICIPANTS: Two groups of adult patients admitted with meningitis betwee"
21541345,8,"X chromosome inactivation (XCI) is the transcriptional silencing of one X in 
female mammals, balancing expression of X genes between females (XX) and males 
(XY). In placental mammals non-coding XIST RNA triggers silencing of one X (Xi) 
and recruits a characteristic suite of epigenetic modificatio"
21541499,5,"Among the many immunological events associated with successful intravesical 
bacillus Calmette Guerin (BCG) immunotherapy of bladder cancer is the induction 
of a wide range of cytokines including the T helper 2 (T(H)2) designated 
cytokines Interleukin-6 (IL-6) and IL-10, but not IL-4, in the urine"
21541781,6,"PURPOSE: To study the pharmacokinetics, pharmacodynamics, and tolerability of 
rising single doses of macitentan, an endothelin receptor antagonist, in healthy 
male subjects.
METHODS: This double-blind, placebo-controlled study was performed in seven 
groups of eight healthy male subjects. Doses of"
21542060,0,"The Marfan (MFS) and Loeys-Dietz (LDS) syndromes are caused by mutations in the 
fibrillin-1 (FBN1) and Transforming Growth Factor Beta Receptor 1 and 2 (TGFBR1 
and TGFBR2) genes, respectively. With the current conventional mutation 
screening technologies, analysis of this set of genes is time con"
21542302,8,"The methylation patterns of the MET1 gene in organs of Arabidopsis thaliana were 
studied by Southern blot hybridization of DNA samples hydrolyzed with 
differentially methylation-sensitive restriction endonucleases. A highly 
methylated on internal cytosine residue CCGG site was found 1.5 kb upstre"
21542403,0,"The RET proto-oncogene (REarranged during Transfection; RET) plays an important 
role in the causation of many thyroid tumours. Germline RET proto-oncogene 
missense mutations have been clearly linked to medullary thyroid carcinoma (MTC) 
and the inherited cancer syndrome multiple endocrine neoplasi"
21542787,3,"AIMS: The present study was designed to examine the impact of chronic Akt 
activation on endoplasmic reticulum (ER) stress-induced cardiac mechanical 
anomalies, if any, and the underlying mechanism involved.
RESULTS: Wild-type and transgenic mice with cardiac-specific overexpression of 
the active "
21542789,5,"Recent results from genetic and treatment studies have shed new light on chronic 
inflammatory and autoimmune diseases such as rheumatoid arthritis (RA). In 
particular, genome-wide association studies (GWAS) have provided supportive 
evidence that RA is a disease with a strong genetic background. I"
21542867,8,"Saccharomyces cerevisiae can import iron through a high-affinity system 
consisting of the Ftr1/Fet3-mediated reductive pathway and the 
siderophore-mediated non-reductive one. Expression of components of the 
high-affinity system is controlled by the Aft1 transcriptional factor. In this 
study we s"
21543112,5,"OBJECTIVE: To evaluate morbidity and mortality rates associated with the use of 
hyperthermic intraoperative intraperitoneal chemotherapy (HIPEC) after optimal 
cytoreduction (CRS) in a large single-institutional series of platinum-sensitive 
recurrent ovarian cancer patients. Moreover, disease free"
21543404,8,"The 454 Genome Sequencer (GS) FLX System is one of the next-generation 
sequencing systems featured by long reads, high accuracy, and ultra-high 
throughput. Based on the mechanism of emulsion PCR, a unique DNA template would 
only generate a unique sequence read after being amplified and sequenced "
21543585,2,"Asbestos is known to induce malignant mesothelioma (MM) and other 
asbestos-related diseases. It is directly genotoxic by inducing DNA strand 
breaks and cytotoxic by promoting apoptosis in lung target cells. 
Poly(ADP-ribose) polymerase-1 (PARP1) is a nuclear zinc-finger protein with a 
function as"
21543988,0,"PURPOSE: Cerebral cavernous malformations can occur sporadically or are caused 
by mutations in one of three identified genes. Cerebral cavernous malformations 
often remain clinically silent until a mutation carrier suffers a stroke or 
seizure. Presymptomatic genetic testing has been valuable to f"
21545408,5,"Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN) are 
represented by rare but life-threatening cutaneous adverse reactions to 
different drugs. Previous studies have found that in a Han Chinese population 
from Taiwan and other Asian Countries, a strong genetic association between"
21545847,5,"Rheumatoid arthritis (RA) is a chronic, systemic, inflammatory, multi-factorial 
disease sustained by environmental and genetic factors. These seem to be 
necessary but not sufficient in the disease development, nonetheless they can be 
responsible of different clinical pictures and response to ther"
21546092,6,"BACKGROUND: Prior studies on the association between sleep disturbances and 
suicidal behavior did not explore whether or not short sleep is a marker of 
suicide intent, lethality or risk.
DESIGN: Cross-sectional.
PARTICIPANTS: Suicide attempters (SAs) (n=434). Controls included 83 psychiatric 
inpa"
21546358,8,"A genome must locate its coding genes on the chromosomes in a meaningful manner 
with the help of natural selection, but the mechanism of gene order evolution is 
poorly understood. To explore the role of selection in shaping the current order 
of coding genes and their cis-regulatory elements, a co"
21546562,7,"We present a patient with an atypical presentation of Fusobacterium infection, 
the genus responsible for Lemierre's syndrome. This syndrome, which often 
affects healthy, young people and can be fatal if not recognized and treated 
early, is defined as a history of recent oropharyngeal infection wi"
21546573,2,"Cancer-testis antigens (CTA), such as NY-ESO-1, MAGE-A1, and MAGE-A3, are 
immunogenic proteins encoded by genes, which are normally expressed only in male 
germ cells but are activated by ill-defined epigenetic mechanisms in human 
tumors, including lung cancers. Previously, we reported induction o"
21546606,3,"RATIONALE: Age and coronary artery disease may negatively affect the function of 
human cardiac stem cells (hCSCs) and their potential therapeutic efficacy for 
autologous cell transplantation in the failing heart.
OBJECTIVE: Insulin-like growth factor (IGF)-1, IGF-2, and angiotensin II (Ang 
II), a"
21547713,0,"Tuberous Sclerosis Complex (TSC) is a multiorgan genetic disease caused by loss 
of function of either the TSC1 (encodes hamartin) or TSC2 (encodes tuberin) 
genes. Patients with TSC have benign tumors (hamartomas) in multiple organs 
though brain involvement is typically the most disabling aspect o"
21547994,4,"OBJECTIVES: The aim of this study is to verify the study hypothesis of the EXCEL 
trial by comparing percutaneous coronary intervention (PCI) and coronary artery 
bypass graft (CABG) in an EXCEL-like population of patients.
BACKGROUND: The upcoming EXCEL trial will test the hypothesis that left main"
21548659,7,"Psychocutaneous disorders (PCDs) are conditions that are characterized by 
psychiatric and skin manifestations. Classifications of PCDs and their 
nomenclature are matters of debate. For the purpose of this review, we adopted 
the classification that distinguishes primary dermatologic disorders with"
21548758,0,"An association study of heterogeneous nuclear ribonucleoprotein (hnRNP)-A1 was 
carried out in a population of 274 patients with frontotemporal lobar 
degeneration (FTLD) and 287 with Alzheimer disease (AD) as compared with 344 
age- and gender-matched controls. In addition, we evaluated expression "
21548832,2,"INTRODUCTION: Local control is fundamental, both for the curative as well as the 
palliative treatment of cancer. Tumor treating fields (TTFields) are low 
intensity (1 ? 2 V/cm), intermediate frequency (100 ? 200 kHz) alternating 
electric fields administered using insulated electrodes placed on th"
21548945,8,"BACKGROUND: Due to its overarching role in genome function, sequence-dependent 
DNA curvature continues to attract great attention. The DNA double helix is not 
a rigid cylinder, but presents both curvature and flexibility in different 
regions, depending on the sequence. More in depth knowledge of "
21548952,5,"INTRODUCTION: Interleukin (IL)-6-type cytokines exert their effects through 
activation of the Janus kinase/signal transducers and activators of 
transcription (JAK/STAT) signaling cascade. The JAK/STAT pathways play an 
important role in rheumatoid arthritis, since JAK inhibitors have exhibited 
dr"
21549021,6,"INTRODUCTION: About 3% of people will be diagnosed with epilepsy during their 
lifetime, but about 70% of people with epilepsy eventually go into remission.
METHODS AND OUTCOMES: We conducted a systematic review and aimed to answer the 
following clinical questions: What are the effects of starting "
21549050,6,"Suspected tetrodotoxin (TTX) poisoning was associated with eating unknown fish 
in April 2009 in Taiwan. After ingestion of the fish, symptoms of the victim 
included perioral paresthesia, nausea, vomiting, ataxia, weakness of all limbs, 
respiration failure, and death within several hours. The toxi"
21549127,8,"The DNMT3B de novo DNA methyltransferase (DNMT) plays a major role in 
establishing DNA methylation patterns in early mammalian development, but its 
catalytic mechanism remains poorly characterized. Here, we provide a 
comprehensive biochemical analysis of human DNMT3B function through the 
charact"
21549308,2,"Specific information about how telomerase acts in vivo is necessary for 
understanding telomere dynamics in human tumor cells. Our results imply that, 
under homeostatic telomere length-maintenance conditions, only one molecule of 
telomerase acts at each telomere during every cell division and proc"
21549346,2,"Human Scribble (Scrib) is an evolutionary-conserved cell polarity protein, but 
its potential role in human cancer is controversial. Herein, we show that Scrib 
is nearly universally overexpressed in cultured tumor cell lines and genetically 
disparate cancer patient series compared with matched nor"
21549415,8,"We report the immediate effects of estrogen signaling on the transcriptome of 
breast cancer cells using global run-on and sequencing (GRO-seq). The data were 
analyzed using a new bioinformatic approach that allowed us to identify 
transcripts directly from the GRO-seq data. We found that estrogen "
21549607,7,"Deep brain stimulation (DBS) is the technique of neurostimulation of deep brain 
structures for the treatment of conditions such as essential tremor, dystonia, 
Parkinson's disease and chronic pain syndromes. The procedure uses implanted 
deep brain stimulation electrodes connected to extension lead"
21549738,9,"Infections caused by Corynebacterium diphtheriae frequently induce situations in 
which very small doses of antigens injected intradermally can cause strong 
inflammatory reactions. This bacterium secretes the diphtheria toxin (DT), a 
virulence factor that can be lethal to the human organism at dos"
21550623,8,"The human CCCTC-binding factor, CTCF, regulates transcription of the 
double-stranded DNA genomes of herpesviruses. The architectural complex cohesin 
and RNA Polymerase II also contribute to this organization. We profiled the 
occupancy of CTCF, cohesin, and RNA Polymerase II on the episomal genome"
21550857,5,"Alemtuzumab is a humanized monoclonal antibody targeting CD52, a broadly 
expressed cell surface molecule on immune cells. Application results in a rapid 
and long-lasting removal of lymphocyte populations from the circulation. 
Alemtuzumab-treatment of MS patients with relapsing-remitting forms of "
21551148,8,"MOTIVATION: The intrinsic DNA sequence is an important determinant of nucleosome 
positioning. Some DNA sequence patterns can facilitate nucleosome formation, 
while others can inhibit nucleosome formation. Nucleosome positioning influences 
the overall rate of sequence evolution. However, its impac"
21551164,0,"INTRODUCTION: Pendred syndrome, a combination of sensorineural deafness, 
impaired organification of iodide in the thyroid and goitre, results from 
biallelic defects in pendrin (encoded by SLC26A4), which transports chloride and 
iodide in the inner ear and thyroid respectively. Recently, pendrin h"
21551322,0,"BACKGROUND: Left ventricular noncompaction of the myocardium (LVNC) has been 
recognized as a cardiomyopathy with a genetic etiology. Mutations in genes 
encoding sarcomere proteins were shown to be associated with LVNC. We evaluated 
the potential clinical impact of genetic analysis of sarcomere ge"
21551409,9,"PURPOSE: Psoriasin, originally isolated from psoriasis as an overexpressed 
molecule of unknown function, has recently been identified as a principal 
Escherichia coli-killing antimicrobial peptide of healthy skin. The purpose of 
this study was to investigate the expression and antimicrobial role o"
21552206,8,"How various layers of epigenetic repression restrict somatic cell nuclear 
reprogramming is poorly understood. The transfer of mammalian somatic cell 
nuclei into Xenopus oocytes induces transcriptional reprogramming of previously 
repressed genes. Here, we address the mechanisms that restrict repro"
21552290,2,"Individuals with germline mutations in the tumour-suppressor gene CYLD are at 
high risk of developing disfiguring cutaneous appendageal tumours, the defining 
tumour being the highly organised cylindroma. Here, we analysed CYLD mutant 
tumour genomes by array comparative genomic hybridisation and g"
21553025,8,"Studies carried out in cultured cells have implicated modifiers of epigenetic 
reprogramming in the regulation of telomere length, reporting elongation in 
cells that were null for DNA methyltransferase DNA methyltransferase 1 (Dnmt1), 
both de novo DNA methyltransferases, Dnmt3a and Dnmt3b or vario"
21553140,2,"BACKGROUND: The incidence of thyroid cancer is increasing worldwide. The 
findings of up to 30% of thyroid fine-needle aspiration biopsies (FNAB) are 
inconclusive, primarily as a result of several thyroid histologic subtypes with 
overlapping cytologic features. MicroRNAs (miRNAs) are small noncodi"
21554040,2,"Epidermal growth factor receptor (EGFR)-mutant non-small-cell lung cancer 
(NSCLC) represents a distinct disease entity whose molecular phenotype predicts 
exquisite sensitivity to the reversible EGFR-tyrosine kinase inhibitors (TKIs) 
gefitinib or erlotinib. However, primary or acquired resistance "
21554497,4,"BACKGROUND AND PURPOSE: The risk of stroke after a transient ischaemic attack 
(TIA) can be predicted by scores incorporating age, blood pressure, clinical 
features, duration (ABCD-score), and diabetes (ABCD2-score). However, some 
patients have strokes despite a low predicted risk according to the"
21554688,8,"BACKGROUND: In vivo detection of protein-bound genomic regions can be achieved 
by combining chromatin-immunoprecipitation with next-generation sequencing 
technology (ChIP-seq). The large amount of sequence data produced by this method 
needs to be analyzed in a statistically proper and computation"
21554896,6,"Recent studies suggest that spontaneous physical activity (SPA) may be under the 
non-conscious control of neuroendocrine circuits that are known to control food 
intake. To further elucidate endocrine gut-brain communication as a component of 
such circuitry, we here analyzed long-term and acute ef"
21554924,6,"Monoamine Oxidase A (MAOA) is a critical enzyme in the catabolism of 
monoaminergic neurotransmitters. MAOA transcriptional activity is thought to be 
regulated by a well characterized 30 base pair (bp) variable nucleotide repeat 
(VNTR) that lies approximately ∼1000 bp upstream of the transcription"
21555518,8,"The regulation of gene expression in response to environmental signals and 
metabolic imbalances is a key step in maintaining cellular homeostasis. BTB and 
CNC homology 1 (BACH1) is a heme-binding transcription factor repressing the 
transcription from a subset of MAF recognition elements at low in"
21555561,9,"In insects, odor cues are discriminated through a divergent family of odorant 
receptors (ORs). A functional OR complex consists of both a conventional 
odorant-binding OR and a nonconventional coreceptor (Orco) that is highly 
conserved across insect taxa. Recent reports have characterized insect O"
21556312,4,"The HMG-CoA reductase inhibitors (statins) are used extensively in the treatment 
of hyperlipidemia. They have also demonstrated a benefit in a variety of other 
disease processes. These secondary actions are known as pleiotropic effects. Our 
paper serves as a focused and updated discussion on the "
21557222,8,"Fanconi anaemia (FA) is a rare, predominantly autosomal recessive syndrome (with 
one X-linked form) that results in congenital defects, abnormal haematopoiesis 
and a greatly increased risk of solid tumours in humans. Mutations in at least 
14 different genes have been shown to cause FA, and severa"
21558189,8,"Operons are clusters of genes that are co-regulated from a common promoter. 
Operons are typically associated with prokaryotes, although a small number of 
eukaryotes have been shown to possess them. Among metazoans, operons have been 
extensively characterized in the nematode Caenorhabditis elegans"
21558814,2,"Recently, we proposed a new mechanism for understanding the Warburg effect in 
cancer metabolism. In this new paradigm, cancer-associated fibroblasts undergo 
aerobic glycolysis, and extrude lactate to ""feed"" adjacent cancer cells, which 
then drives mitochondrial biogenesis and oxidative mitochondr"
